burthen,nonshifter
bury,shifter
bus,nonshifter
bush,nonshifter
bush_out,nonshifter
bushel,nonshifter
bushwhack,nonshifter
busk,nonshifter
buss,nonshifter
bust,shifter
bust_up,shifter
bustle,nonshifter
bustle_about,nonshifter
busy,nonshifter
butcher,nonshifter
butt,nonshifter
butt-weld,nonshifter
butt_in,nonshifter
butt_on,nonshifter
butter,nonshifter
butter_up,nonshifter
butterfly,nonshifter
button,nonshifter
button_up,nonshifter
buttonhole,nonshifter
buttress,nonshifter
buttweld,nonshifter
butylate,nonshifter
buy,nonshifter
buy_back,nonshifter
buy_in,nonshifter
buy_off,nonshifter
buy_out,nonshifter
buy_up,nonshifter
buzz,nonshifter
buzz_off,nonshifter
by-bid,nonshifter
bypass,shifter
ca-ca,nonshifter
cab,nonshifter
cabal,nonshifter
cabbage,nonshifter
cabin,nonshifter
cable,nonshifter
cache,nonshifter
cachinnate,nonshifter
cackel,nonshifter
cackle,nonshifter
caddie,nonshifter
caddy,nonshifter
cadge,nonshifter
cage,nonshifter
cage_in,nonshifter
cajole,nonshifter
cake,nonshifter
cakewalk,nonshifter
calcify,nonshifter
calcimine,nonshifter
calcine,nonshifter
calculate,nonshifter
calendar,nonshifter
calender,nonshifter
calibrate,nonshifter
caliper,nonshifter
calk,nonshifter
call,nonshifter
call_back,nonshifter
call_down,nonshifter
call_for,nonshifter
call_forth,nonshifter
call_in,nonshifter
call_off,shifter
call_on,nonshifter
call_out,nonshifter
call_up,nonshifter
calligraph,nonshifter
calliper,nonshifter
callous,nonshifter
callus,nonshifter
calm,shifter
calm_down,shifter
calumniate,nonshifter
calve,nonshifter
camber,nonshifter
camouflage,nonshifter
camp,nonshifter
camp_down,nonshifter
camp_out,nonshifter
campaign,nonshifter
camphorate,nonshifter
can,shifter
canal,nonshifter
canalise,nonshifter
canalize,nonshifter
cancel,shifter
cancel_out,shifter
candle,nonshifter
candy,nonshifter
cane,nonshifter
canker,nonshifter
cannibalise,nonshifter
cannibalize,nonshifter
cannon,nonshifter
cannonade,nonshifter
cannonball_along,nonshifter
cannulate,nonshifter
cannulise,nonshifter
cannulize,nonshifter
canoe,nonshifter
canonise,nonshifter
canonize,nonshifter
canoodle,nonshifter
canopy,nonshifter
cant,nonshifter
cant_over,nonshifter
canter,nonshifter
cantilever,nonshifter
cantillate,nonshifter
canton,nonshifter
canulate,nonshifter
canvas,nonshifter
canvass,nonshifter
cap,nonshifter
cap_off,nonshifter
capacitate,nonshifter
caparison,nonshifter
caper,nonshifter
capitalise,nonshifter
capitalize,nonshifter
capitulate,nonshifter
caponise,nonshifter
caponize,nonshifter
capriole,nonshifter
capsize,nonshifter
capsulate,nonshifter
capsule,nonshifter
capsulise,nonshifter
capsulize,nonshifter
captain,nonshifter
caption,nonshifter
captivate,nonshifter
capture,nonshifter
caracole,nonshifter
caramelise,nonshifter
caramelize,nonshifter
caravan,nonshifter
carbonate,nonshifter
carbonise,nonshifter
carbonize,nonshifter
carboxylate,nonshifter
carburet,nonshifter
carburise,nonshifter
